"","scientificName","ias"
"1449","Phyllodactylus palmeus","Hemidactylus frenatus"
"1450","Aristelliger barbouri","Rattus rattus"
"1451","Coniophanes andresensis","Rattus norvegicus"
"1452","Hyloxalus elachyhistus","Batrachochytrium dendrobatidis"
"1453","Phrynobatrachus chukuchuku","Batrachochytrium dendrobatidis"
"1454","Rhinoceros unicornis","Mikania cordata"
"1455","Sciurus arizonensis","Sciurus aberti"
"1456","Nesoryzomys darwini","Rattus rattus"
"1457","Melomys fraterculus","Rattus rattus"
"1458","Sus scrofa","Sus domesticus"
"1459","Lepus flavigularis","Unspecified POACEAE"
"1460","Sylvilagus graysoni","Capra hircus"
"1461","Ectopoglossus atopoglossus","Batrachochytrium dendrobatidis"
"1462","Atelopus sanjosei","Batrachochytrium dendrobatidis"
"1463","Atelopus elegans","Batrachochytrium dendrobatidis"
"1464","Atelopus glyphus","Batrachochytrium dendrobatidis"
"1465","Diasporus citrinobapheus","Batrachochytrium dendrobatidis"
"1466","Atelopus certus","Batrachochytrium dendrobatidis"
"1467","Atelopus limosus","Batrachochytrium dendrobatidis"
"1468","Atelopus zeteki","Batrachochytrium dendrobatidis"
"1469","Hyloxalus chocoensis","Unspecified ACTINOPTERYGII"
"1470","Incilius leucomyos","Batrachochytrium dendrobatidis"
"1471","Duellmanohyla salvavida","Batrachochytrium dendrobatidis"
"1472","Plectrohyla chrysopleura","Batrachochytrium dendrobatidis"
"1473","Plectrohyla exquisita","Batrachochytrium dendrobatidis"
"1474","Craugastor anciano","Batrachochytrium dendrobatidis"
"1475","Craugastor cruzi","Batrachochytrium dendrobatidis"
"1476","Craugastor emleni","Batrachochytrium dendrobatidis"
"1477","Craugastor epochthidius","Batrachochytrium dendrobatidis"
"1478","Craugastor merendonensis","Batrachochytrium dendrobatidis"
"1479","Craugastor olanchano","Batrachochytrium dendrobatidis"
"1480","Craugastor omoaensis","Batrachochytrium dendrobatidis"
"1481","Craugastor pechorum","Batrachochytrium dendrobatidis"
"1482","Craugastor saltuarius","Batrachochytrium dendrobatidis"
"1483","Craugastor stadelmani","Batrachochytrium dendrobatidis"
"1484","Bolitoglossa carri","Batrachochytrium salamandrivorans"
"1485","Bolitoglossa decora","Batrachochytrium salamandrivorans"
"1486","Bolitoglossa diaphora","Batrachochytrium dendrobatidis"
"1487","Bolitoglossa longissima","Batrachochytrium salamandrivorans"
"1488","Dendrotriton sanctibarbarus","Batrachochytrium salamandrivorans"
"1489","Nototriton lignicola","Batrachochytrium salamandrivorans"
"1490","Nototriton limnospectator","Batrachochytrium salamandrivorans"
"1491","Oedipina stuarti","Batrachochytrium salamandrivorans"
"1492","Bolitoglossa oresbia","Batrachochytrium salamandrivorans"
"1493","Oedipina tomasi","Batrachochytrium salamandrivorans"
"1494","Bromeliohyla melacaena","Batrachochytrium dendrobatidis"
"1495","Pseudalsophis slevini","Rattus rattus"
"1496","Micrurus meridensis","Felis catus"
"1497","Tachymenis chilensis","Felis catus"
"1498","Gonatodes daudini","Felis catus"
"1499","Aristelliger nelsoni","Hemidactylus frenatus"
"1500","Borikenophis variegatus","Sus domesticus"
"1501","Bolitoglossa adspersa","Batrachochytrium dendrobatidis"
"1502","Pristimantis capitonis","Batrachochytrium dendrobatidis"
"1503","Pristimantis caprifer","Batrachochytrium dendrobatidis"
"1504","Pristimantis myops","Batrachochytrium dendrobatidis"
"1505","Pristimantis laticlavius","Batrachochytrium dendrobatidis"
"1506","Pristimantis sulculus","Batrachochytrium dendrobatidis"
"1507","Pristimantis signifer","Batrachochytrium dendrobatidis"
"1508","Hyloxalus breviquartus","Batrachochytrium dendrobatidis"
"1509","Callimedusa perinesos","Batrachochytrium dendrobatidis"
"1510","Nymphargus vicenteruedai","Batrachochytrium dendrobatidis"
"1511","Andinobates geminisae","Batrachochytrium dendrobatidis"
"1512","Atelopus bomolochos","Batrachochytrium dendrobatidis"
"1513","Centrolene pipilata","Batrachochytrium dendrobatidis"
"1514","Hyloxalus delatorreae","Batrachochytrium dendrobatidis"
"1515","Andinobates abditus","Batrachochytrium dendrobatidis"
"1516","Urocitellus brunneus","Taeniatherum caput-medusae"
"1517","Oedipina capitalina","Batrachochytrium salamandrivorans"
"1518","Oedipina kasios","Batrachochytrium salamandrivorans"
"1519","Atelopus franciscus","Batrachochytrium dendrobatidis"
"1520","Cornufer pelewensis","Rhinella marina"
"1521","Cynomys mexicanus","Yersinia pestis"
"1522","Bolitoglossa cataguana","Batrachochytrium salamandrivorans"
"1523","Oedipina leptopoda","Batrachochytrium salamandrivorans"
"1524","Cryptotriton necopinus","Batrachochytrium salamandrivorans"
"1525","Phyllurus pinnaclensis","Hemidactylus frenatus"
"1526","Pristimantis tamsitti","Batrachochytrium dendrobatidis"
"1527","Ommatotriton ophryticus","Procyon lotor"
"1528","Hyalinobatrachium fleischmanni","Batrachochytrium dendrobatidis"
"1529","Agalychnis callidryas","Batrachochytrium dendrobatidis"
"1530","Craugastor crassidigitus","Batrachochytrium dendrobatidis"
"1531","Pristimantis gaigei","Batrachochytrium dendrobatidis"
"1532","Lithobates taylori","Batrachochytrium dendrobatidis"
"1533","Dendropsophus ebraccatus","Batrachochytrium dendrobatidis"
"1534","Lithobates vaillanti","Lithobates catesbeianus"
"1535","Ambystoma dumerilii","Oreochromis aureus"
"1536","Bolitoglossa occidentalis","Batrachochytrium dendrobatidis"
"1537","Pseudoeurycea ahuitzotl","Batrachochytrium salamandrivorans"
"1538","Teratohyla spinosa","Batrachochytrium dendrobatidis"
"1539","Isthmohyla pseudopuma","Batrachochytrium dendrobatidis"
"1540","Smilisca phaeota","Batrachochytrium dendrobatidis"
"1541","Craugastor fitzingeri","Batrachochytrium dendrobatidis"
"1542","Pristimantis ridens","Batrachochytrium dendrobatidis"
"1543","Boana marianitae","Unspecified SALMONIDAE"
"1544","Bufo stejnegeri","Batrachochytrium dendrobatidis"
"1545","Batrachuperus londongensis","Oncorhynchus mykiss"
"1546","Gastrotheca marsupiata","Batrachochytrium dendrobatidis"
"1547","Pristimantis danae","Batrachochytrium dendrobatidis"
"1548","Pristimantis platydactylus","Batrachochytrium dendrobatidis"
"1549","Rhinella spinulosa","Unspecified SALMONIDAE"
"1550","Lithobates warszewitschii","Batrachochytrium dendrobatidis"
"1551","Cochranella phryxa","Batrachochytrium dendrobatidis"
"1552","Phascogale tapoatafa","Vulpes vulpes"
"1553","Phascolarctos cinereus","Canis familiaris"
"1554","Potorous longipes","Vulpes vulpes"
"1555","Potorous tridactylus","Vulpes vulpes"
"1556","Mesocapromys nanus","Rattus rattus"
"1557","Setonix brachyurus","Vulpes vulpes"
"1558","Cercopithecus cephus","Unspecified HYMENOPTERA"
"1559","Rattus detentus","Felis catus"
"1560","Ctenosaura acanthura","Canis familiaris"
"1561","Ctenosaura hemilopha","Felis catus"
"1562","Ctenosaura macrolopha","Felis catus"
"1563","Ctenosaura pectinata","Felis catus"
"1564","Bolitoglossa daryorum","Batrachochytrium salamandrivorans"
"1565","Bolitoglossa tzultacaj","Batrachochytrium salamandrivorans"
"1566","Bolitoglossa xibalba","Batrachochytrium salamandrivorans"
"1567","Cyclura stejnegeri","Felis catus"
"1568","Ctenosaura flavidorsalis","Felis catus"
"1569","Ctenosaura quinquecarinata","Canis familiaris"
"1570","Conolophus subcristatus","Canis familiaris"
"1571","Rhaebo haematiticus","Batrachochytrium dendrobatidis"
"1572","Chiropterotriton magnipes","Batrachochytrium salamandrivorans"
"1573","Cyclura carinata","Canis familiaris"
"1574","Cyclura pinguis","Felis catus"
"1575","Petrogale coenensis","Felis catus"
"1576","Hipposideros demissus","Wasmannia auropunctata"
"1577","Mesocapromys angelcabrerai","Rattus rattus"
"1578","Geocapromys ingrahami","Felis catus"
"1579","Peromyscus dickeyi","Felis catus"
"1580","Sus celebensis","Sus domesticus"
"1581","Diasporus igneus","Batrachochytrium dendrobatidis"
"1582","Bolitoglossa chinanteca","Batrachochytrium salamandrivorans"
"1583","Duellmanohyla ignicolor","Batrachochytrium dendrobatidis"
"1584","Bromeliohyla dendroscarta","Batrachochytrium dendrobatidis"
"1585","Ecnomiohyla echinata","Batrachochytrium dendrobatidis"
"1586","Charadrahyla juanitae","Batrachochytrium dendrobatidis"
"1587","Sarcohyla labedactyla","Batrachochytrium dendrobatidis"
"1588","Sarcohyla mykter","Batrachochytrium dendrobatidis"
"1589","Megastomatohyla pellita","Batrachochytrium dendrobatidis"
"1590","Charadrahyla pinorum","Batrachochytrium dendrobatidis"
"1591","Quilticohyla acrochorda","Batrachochytrium dendrobatidis"
"1592","Ptychohyla zophodes","Batrachochytrium dendrobatidis"
"1593","Craugastor glaucus","Batrachochytrium dendrobatidis"
"1594","Craugastor mexicanus","Batrachochytrium dendrobatidis"
"1595","Craugastor rugulosus","Batrachochytrium dendrobatidis"
"1596","Craugastor rupinius","Batrachochytrium dendrobatidis"
"1597","Lithobates omiltemanus","Batrachochytrium dendrobatidis"
"1598","Ambystoma bombypellum","Batrachochytrium salamandrivorans"
"1599","Ambystoma granulosum","Cyprinus carpio"
"1600","Ambystoma leorae","Batrachochytrium salamandrivorans"
"1601","Ambystoma rivulare","Unspecified SALMONIDAE"
"1602","Ambystoma velasci","Batrachochytrium dendrobatidis"
"1603","Bolitoglossa alberchi","Batrachochytrium salamandrivorans"
"1604","Bolitoglossa engelhardti","Batrachochytrium salamandrivorans"
"1605","Bolitoglossa flavimembris","Batrachochytrium salamandrivorans"
"1606","Bolitoglossa flaviventris","Batrachochytrium salamandrivorans"
"1607","Bolitoglossa franklini","Batrachochytrium salamandrivorans"
"1608","Bolitoglossa hartwegi","Batrachochytrium salamandrivorans"
"1609","Bolitoglossa hermosa","Batrachochytrium salamandrivorans"
"1610","Bolitoglossa platydactyla","Batrachochytrium salamandrivorans"
"1611","Chiropterotriton terrestris","Batrachochytrium salamandrivorans"
"1612","Cryptotriton alvarezdeltoroi","Batrachochytrium salamandrivorans"
"1613","Dendrotriton megarhinus","Batrachochytrium dendrobatidis"
"1614","Dendrotriton xolocalcae","Batrachochytrium dendrobatidis"
"1615","Pseudoeurycea amuzga","Batrachochytrium salamandrivorans"
"1616","Pseudoeurycea mixcoatl","Batrachochytrium salamandrivorans"
"1617","Pseudoeurycea smithi","Batrachochytrium salamandrivorans"
"1618","Pseudoeurycea tenchalli","Batrachochytrium salamandrivorans"
"1619","Pseudoeurycea teotepec","Batrachochytrium salamandrivorans"
"1620","Pseudoeurycea tlahcuiloh","Batrachochytrium salamandrivorans"
"1621","Pseudoeurycea unguidentis","Batrachochytrium dendrobatidis"
"1622","Thorius arboreus","Batrachochytrium salamandrivorans"
"1623","Thorius aureus","Batrachochytrium salamandrivorans"
"1624","Thorius boreas","Batrachochytrium salamandrivorans"
"1625","Thorius dubitus","Batrachochytrium salamandrivorans"
"1626","Thorius grandis","Batrachochytrium salamandrivorans"
"1627","Thorius infernalis","Batrachochytrium salamandrivorans"
"1628","Thorius lunaris","Batrachochytrium salamandrivorans"
"1629","Thorius magnipes","Batrachochytrium salamandrivorans"
"1630","Thorius minutissimus","Batrachochytrium salamandrivorans"
"1631","Thorius munificus","Batrachochytrium salamandrivorans"
"1632","Thorius omiltemi","Batrachochytrium salamandrivorans"
"1633","Thorius pennatulus","Batrachochytrium dendrobatidis"
"1634","Thorius pulmonaris","Batrachochytrium salamandrivorans"
"1635","Thorius schmidti","Batrachochytrium salamandrivorans"
"1636","Thorius smithi","Batrachochytrium salamandrivorans"
"1637","Thorius spilogaster","Batrachochytrium salamandrivorans"
"1638","Incilius cycladen","Batrachochytrium dendrobatidis"
"1639","Aquiloeurycea cephalica","Batrachochytrium salamandrivorans"
"1640","Oophaga speciosa","Batrachochytrium dendrobatidis"
"1641","Craugastor ranoides","Batrachochytrium dendrobatidis"
"1642","Oedipina collaris","Batrachochytrium dendrobatidis"
"1643","Cryptotriton monzoni","Batrachochytrium dendrobatidis"
"1644","Rhinella chrysophora","Batrachochytrium dendrobatidis"
"1645","Incilius melanochlorus","Batrachochytrium dendrobatidis"
"1646","Plectrohyla psiloderma","Batrachochytrium dendrobatidis"
"1647","Atlantihyla spinipollex","Batrachochytrium dendrobatidis"
"1648","Craugastor laevissimus","Batrachochytrium dendrobatidis"
"1649","Craugastor milesi","Batrachochytrium dendrobatidis"
"1650","Bolitoglossa conanti","Batrachochytrium dendrobatidis"
"1651","Bolitoglossa cuchumatana","Batrachochytrium salamandrivorans"
"1652","Bolitoglossa dofleini","Batrachochytrium dendrobatidis"
"1653","Bolitoglossa helmrichi","Batrachochytrium salamandrivorans"
"1654","Bolitoglossa jacksoni","Batrachochytrium salamandrivorans"
"1655","Bolitoglossa meliana","Batrachochytrium salamandrivorans"
"1656","Bolitoglossa mombachoensis","Batrachochytrium dendrobatidis"
"1657","Bolitoglossa porrasorum","Batrachochytrium salamandrivorans"
"1658","Bolitoglossa synoria","Batrachochytrium salamandrivorans"
"1659","Bradytriton silus","Batrachochytrium salamandrivorans"
"1660","Cryptotriton veraepacis","Batrachochytrium dendrobatidis"
"1661","Dendrotriton bromeliacius","Batrachochytrium salamandrivorans"
"1662","Dendrotriton cuchumatanus","Batrachochytrium salamandrivorans"
"1663","Dendrotriton rabbi","Batrachochytrium salamandrivorans"
"1664","Nototriton barbouri","Batrachochytrium salamandrivorans"
"1665","Nototriton stuarti","Batrachochytrium salamandrivorans"
"1666","Oedipina stenopodia","Batrachochytrium salamandrivorans"
"1667","Incilius porteri","Batrachochytrium dendrobatidis"
"1668","Bolitoglossa heiroreias","Batrachochytrium salamandrivorans"
"1669","Cryptotriton sierraminensis","Batrachochytrium dendrobatidis"
"1670","Dendrotriton kekchiorum","Batrachochytrium salamandrivorans"
"1671","Bolitoglossa suchitanensis","Batrachochytrium salamandrivorans"
"1672","Bolitoglossa indio","Batrachochytrium dendrobatidis"
"1673","Bolitoglossa insularis","Batrachochytrium dendrobatidis"
"1674","Cornufer vitianus","Rhinella marina"
"1675","Thorius maxillabrochus","Batrachochytrium salamandrivorans"
"1676","Chiropterotriton miquihuanus","Batrachochytrium salamandrivorans"
"1677","Nototriton oreadorum","Batrachochytrium salamandrivorans"
"1678","Thorius tlaxiacus","Batrachochytrium salamandrivorans"
"1679","Isthmura corrugata","Batrachochytrium salamandrivorans"
"1680","Paramesotriton yunwuensis","Batrachochytrium salamandrivorans"
"1681","Charadrahyla esperancensis","Batrachochytrium dendrobatidis"
"1682","Craugastor saltator","Batrachochytrium dendrobatidis"
"1683","Bolitoglossa dunni","Batrachochytrium salamandrivorans"
"1684","Oedipina quadra","Batrachochytrium salamandrivorans"
"1685","Bromeliohyla bromeliacia","Batrachochytrium dendrobatidis"
"1686","Ptychohyla hypomykter","Batrachochytrium dendrobatidis"
"1687","Chiropterotriton aureus","Batrachochytrium salamandrivorans"
"1688","Chiropterotriton nubilus","Batrachochytrium salamandrivorans"
"1689","Brachylophus gau","Rattus exulans"
"1690","Cryptotriton xucaneborum","Batrachochytrium salamandrivorans"
"1691","Bolitoglossa tenebrosa","Batrachochytrium salamandrivorans"
"1692","Isthmura naucampatepetl","Batrachochytrium salamandrivorans"
"1693","Pseudoeurycea anitae","Batrachochytrium salamandrivorans"
"1694","Ambystoma ordinarium","Oreochromis mossambicus"
"1695","Bolitoglossa zapoteca","Batrachochytrium salamandrivorans"
"1696","Telmatobius scrocchii","Batrachochytrium dendrobatidis"
"1697","Galagoides kumbirensis","Inga edulis"
"1698","Thorius papaloae","Batrachochytrium salamandrivorans"
"1699","Pseudoeurycea orchileucos","Batrachochytrium salamandrivorans"
"1700","Pseudoeurycea mystax","Batrachochytrium salamandrivorans"
"1701","Psammobates geometricus","Sus domesticus"
"1702","Atelopus muisca","Batrachochytrium dendrobatidis"
"1703","Atelopus minutulus","Batrachochytrium dendrobatidis"
"1704","Afrixalus clarkei","Batrachochytrium dendrobatidis"
"1705","Allobates ranoides","Batrachochytrium dendrobatidis"
"1706","Altiphrynoides osgoodi","Batrachochytrium dendrobatidis"
"1707","Mantella aurantiaca","Duttaphrynus melanostictus"
"1708","Bolitoglossa bramei","Batrachochytrium salamandrivorans"
"1709","Telmatobius sanborni","Batrachochytrium dendrobatidis"
"1710","Bolitoglossa gomezi","Batrachochytrium salamandrivorans"
"1711","Petropedetes euskircheni","Batrachochytrium dendrobatidis"
"1712","Petropedetes juliawurstnerae","Batrachochytrium dendrobatidis"
"1713","Bolitoglossa robinsoni","Batrachochytrium salamandrivorans"
"1714","Bolitoglossa pygmaea","Batrachochytrium salamandrivorans"
"1715","Bolitoglossa eremia","Batrachochytrium salamandrivorans"
"1716","Bolitoglossa huehuetenanguensis","Batrachochytrium salamandrivorans"
"1717","Bolitoglossa la","Batrachochytrium salamandrivorans"
"1718","Bolitoglossa ninadormida","Batrachochytrium salamandrivorans"
"1719","Bolitoglossa nussbaumi","Batrachochytrium salamandrivorans"
"1720","Bolitoglossa nympha","Batrachochytrium dendrobatidis"
"1721","Bolitoglossa pacaya","Batrachochytrium salamandrivorans"
"1722","Bolitoglossa psephena","Batrachochytrium salamandrivorans"
"1723","Anolis allisoni","Rattus norvegicus"
"1724","Atelopus varius","Batrachochytrium dendrobatidis"
"1725","Cochranella euknemos","Batrachochytrium dendrobatidis"
"1726","Hyalinobatrachium orientale","Batrachochytrium dendrobatidis"
"1727","Silverstoneia nubicola","Batrachochytrium dendrobatidis"
"1728","Agalychnis spurrelli","Batrachochytrium dendrobatidis"
"1729","Triprion spinosus","Batrachochytrium dendrobatidis"
"1730","Rheohyla miotympanum","Batrachochytrium dendrobatidis"
"1731","Hyloscirtus palmeri","Batrachochytrium dendrobatidis"
"1732","Isthmohyla rivularis","Batrachochytrium dendrobatidis"
"1733","Agalychnis lemur","Batrachochytrium dendrobatidis"
"1734","Strabomantis bufoniformis","Batrachochytrium dendrobatidis"
"1735","Pristimantis caryophyllaceus","Batrachochytrium dendrobatidis"
"1736","Craugastor podiciferus","Batrachochytrium dendrobatidis"
"1737","Craugastor punctariolus","Batrachochytrium dendrobatidis"
"1738","Craugastor taurus","Batrachochytrium dendrobatidis"
"1739","Petropedetes johnstoni","Batrachochytrium dendrobatidis"
"1740","Lithobates maculatus","Batrachochytrium dendrobatidis"
"1741","Bolitoglossa colonnea","Batrachochytrium salamandrivorans"
"1742","Bolitoglossa diminuta","Batrachochytrium salamandrivorans"
